what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.aptana.editor.js.formatter,3.0.3.1314737265,"com.aptana.editor.js.formatter",1318750011064
stopped,bundle,com.aptana.editor.json,3.0.0.1311639141,"com.aptana.editor.json",1318750011064
stopped,bundle,com.aptana.formatter.ui.epl,3.0.0.1312843714,"com.aptana.formatter.ui.epl",1318750011065
stopped,bundle,com.aptana.editor.dtd,3.0.0.1311639141,"com.aptana.editor.dtd",1318750011065
stopped,bundle,com.aptana.editor.idl,3.0.0.1311639141,"com.aptana.editor.idl",1318750011065
stopped,bundle,com.aptana.editor.js,3.0.3.1317226167,"com.aptana.editor.js",1318750011066
stopped,bundle,com.aptana.editor.php.epl,3.0.0.1316214052,"com.aptana.editor.php.epl",1318750011066
stopped,bundle,com.aptana.editor.ruby,3.0.3.1311983244,"com.aptana.editor.ruby",1318750011066
stopped,bundle,com.aptana.ruby.ui,3.0.2.1316214156,"com.aptana.ruby.ui",1318750011066
stopped,bundle,com.aptana.samples.ui,3.0.0.1312506222,"com.aptana.samples.ui",1318750011066
stopped,bundle,com.aptana.projects,3.0.0.1316213431,"com.aptana.projects",1318750011066
